,,824
.,820
and,609
the,535
to,488
of,404
-,266
a,244
that,200
for,174
in,169
/,157
or,154
Control,153
CIS,152
are,145
on,143
be,127
(,118
is,114
network,110
:,102
an,100
as,93
security,89
all,89
systems,86
can,78
by,73
),73
access,72
organization,71
should,71
with,71
data,66
tools,65
AN,64
s,62
system,62
from,61
information,57
not,56
such,54
software,50
devices,48
have,47
use,46
Controls,45
their,45
The,40
This,39
this,39
attackers,39
at,36
also,35
each,34
they,33
inventory,32
used,31
enterprise,30
these,29
only,28
management,28
control,28
it,27
based,27
wireless,27
System,26
other,25
more,25
organizations,25
incident,25
attacks,24
we,24
?,24
business,24
accounts,24
ensure,23
services,23
using,23
traffic,23
vulnerabilities,23
users,22
V,22
In,22
Why,22
Procedures,22
application,22
critical,21
identify,21
Critical,21
Entity,21
Relationship,21
Ensure,21
sensitive,21
user,21
up,20
time,20
networks,20
through,20
effective,20
specific,20
Use,20
logging,20
Is,20
ReportingAnalytics,20
web,20
configuration,20
may,19
when,19
Security,19
actions,19
into,19
asset,19
scanning,19
within,18
most,18
training,18
vulnerability,18
been,18
those,18
program,18
machines,18
attacker,18
processes,18
attack,18
://,17
defense,17
understand,17
applications,17
defenses,17
malicious,17
provide,17
must,17
process,17
DiagramAlerting,17
email,17
logs,17
org,16
your,16
if,16
order,16
across,16
do,16
has,16
but,16
address,16
take,16
new,16
servers,16
machine,16
any,16
content,15
controls,15
many,15
who,15
Inventory,15
Team,15
which,15
theorganization,15
assets,15
).,14
including,14
available,14
well,14
prevent,14
•,14
part,14
will,14
For,14
),,14
include,14
unauthorized,14
points,14
operating,14
To,13
authorized,13
commercial,13
support,13
secure,13
–,13
Data,13
Wireless,13
technology,13
help,13
so,13
track,13
;,13
compromised,13
test,13
connected,13
configured,13
e,13
allow,13
over,13
analysis,13
Red,13
https,12
Software,12
Network,12
cyber,12
them,12
Attackers,12
internal,12
g,12
.,,12
regular,12
determine,12
running,12
If,12
need,12
default,12
managed,12
testing,12
boundary,12
you,11
www,11
common,11
against,11
developed,11
:•,11
response,11
very,11
exploit,11
hardware,11
correct,11
some,11
then,11
level,11
even,11
remote,11
automated,11
log,11
browsers,11
Access,11
tests,11
Internet,10
Secure,10
what,10
threat,10
alert,10
requirements,10
its,10
number,10
They,10
activities,10
tool,10
detect,10
configurations,10
one,10
place,10
addition,10
there,10
make,10
target,10
comprehensive,10
scan,10
basis,10
features,10
vulnerable,10
often,10
malware,10
resources,10
administrative,10
settings,10
personnel,10
privileges,10
multi,10
encryption,10
Additionally,9
required,9
date,9
set,9
threats,9
standards,9
risk,9
no,9
how,9
current,9
every,9
technical,9
approach,9
about,9
Utilize,9
manage,9
It,9
different,9
protocols,9
run,9
anti,9
between,9
passwords,9
authentication,9
Configure,9
audit,9
All,9
were,9
workforce,9
found,8
appropriate,8
cisecurity,8
Version,8
Devices,8
community,8
first,8
life,8
knowledge,8
possible,8
than,8
improve,8
document,8
list,8
good,8
);,8
etc,8
code,8
environment,8
identified,8
version,8
vendor,8
active,8
whether,8
installed,8
results,8
verify,8
scans,8
ports,8
client,8
installation,8
patch,8
allowed,8
look,8
account,8
team,8
without,8
DNS,8
filtering,8
boundaries,8
awareness,8
penetration,8
non,7
given,7
like,7
Application,7
practices,7
IT,7
defenders,7
our,7
service,7
action,7
complex,7
large,7
priority,7
value,7
focus,7
ability,7
enterprises,7
policy,7
compromise,7
device,7
known,7
develop,7
Even,7
needs,7
update,7
change,7
implement,7
updates,7
day,7
cycle,7
Organizations,7
addresses,7
discovered,7
Such,7
properly,7
programs,7
firewall,7
gaps,7
sometimes,7
Deploy,7
levels,7
overall,7
&,7
Enable,7
while,7
cloud,7
Penetration,7
skills,7
failure,7
members,7
—,6
work,6
build,6
guidance,6
products,6
industry,6
Hardware,6
Configuration,6
Monitoring,6
Controlled,6
Incident,6
best,6
mitigate,6
We,6
way,6
off,6
infrastructure,6
mobile,6
means,6
multiple,6
defensive,6
steps,6
These,6
individuals,6
problems,6
capabilities,6
role,6
follow,6
inside,6
events,6
out,6
either,6
plan,6
implementation,6
example,6
sets,6
carefully,6
topic,6
minimize,6
following,6
elements,6
presence,6
discovery,6
shall,6
backup,6
both,6
associated,6
types,6
block,6
scanners,6
Once,6
physical,6
updated,6
thenetwork,6
execution,6
browser,6
after,6
IDS,6
same,6
report,6
tested,6
local,6
deployment,6
administrator,6
gain,6
factor,6
high,6
open,6
Any,6
regularly,6
policies,6
event,6
clients,6
URL,6
able,6
rule,6
stored,6
key,6
people,6
Training,6
reporting,6
Commercial,5
provided,5
experts,5
name,5
Protocols,5
Tests,5
create,5
come,5
wide,5
point,5
now,5
us,5
complexity,5
solutions,5
;•,5
initial,5
damage,5
already,5
identifying,5
long,5
term,5
protection,5
implemented,5
incidents,5
enable,5
assess,5
impact,5
successful,5
taken,5
NIST,5
actively,5
.•,5
laptops,5
operations,5
database,5
IP,5
Many,5
workstations,5
periodically,5
included,5
port,5
trusted,5
remotely,5
Some,5
pages,5
files,5
media,5
third,5
sites,5
advantage,5
potential,5
flaws,5
complete,5
find,5
tothe,5
shouldbe,5
host,5
detection,5
file,5
patches,5
significant,5
being,5
dedicated,5
various,5
free,5
changes,5
workstation,5
less,5
development,5
exploiting,5
potentially,5
documented,5
DMZ,5
deployed,5
storage,5
technologies,5
attempts,5
Web,5
websites,5
loss,5
exploitation,5
plugins,5
site,5
important,5
Anti,5
search,5
firewalls,5
integrity,5
procedures,5
external,5
proxy,5
house,5
Disable,5
roles,5
Workforce,5
Train,5
_,5
™,4
Public,4
outside,4
purposes,4
.),4
would,4
Ports,4
Email,4
Firewalls,4
Malware,4
Account,4
government,4
theft,4
together,4
drive,4
respond,4
share,4
root,4
adoption,4
working,4
another,4
focused,4
techniques,4
continuous,4
quickly,4
cybersecurity,4
cannot,4
Cyber,4
strong,4
Program,4
A,4
ongoing,4
much,4
automation,4
ideas,4
particular,4
better,4
detailed,4
variety,4
includes,4
Tools,4
Maintain,4
approved,4
located,4
continuously,4
pivot,4
victims,4
environments,4
opportunities,4
planning,4
executing,4
recovery,4
maintain,4
dynamic,4
packets,4
looking,4
ofthe,4
switches,4
wired,4
authorizedsoftware,4
exploited,4
party,4
When,4
proper,4
single,4
purpose,4
install,4
location,4
*.,4
virus,4
suites,4
latest,4
endpoint,4
intrusion,4
IPS,4
function,4
define,4
rules,4
activity,4
requiring,4
,”,4
SCAP,4
Perform,4
back,4
evaluate,4
frequency,4
As,4
patching,4
website,4
computers,4
victim,4
occur,4
An,4
full,4
because,4
documents,4
removed,4
group,4
enforce,4
enforcement,4
excellent,4
ease,4
provides,4
operational,4
accessible,4
standard,4
images,4
templates,4
server,4
analyze,4
know,4
protected,4
evidence,4
SIEM,4
least,4
source,4
review,4
However,4
social,4
engineering,4
Based,4
limit,4
toensure,4
behavior,4
ways,4
phishing,4
protect,4
communications,4
designed,4
happened,4
Test,4
backups,4
Multi,4
encrypted,4
separate,4
exfiltration,4
needed,4
rest,4
job,4
right,4
keys,4
responsibilities,4
Create,4
Awareness,4
Response,4
topics,4
AssetTypeN,4
ASecurityFunctionN,4
acquired,4
handling,4
scenarios,4
link,3
related,3
framework,3
materials,3
prior,3
Center,3
Inc,3
theCIS,3
Controlof,3
Laptops,3
Workstations,3
Limitation,3
Maintenance,3
Routers,3
Management,3
Boundary,3
prioritized,3
sectors,3
evolution,3
And,3
benchmarks,3
frameworks,3
There,3
But,3
oversight,3
evolving,3
think,3
problem,3
keep,3
face,3
get,3
kinds,3
issues,3
insight,3
map,3
compliance,3
assessment,3
just,3
things,3
actual,3
blocking,3
hardening,3
command,3
establishing,3
foundation,3
world,3
computing,3
Establish,3
metrics,3
effectiveness,3
Continuous,3
validate,3
profit,3
mission,3
trust,3
go,3
vetted,3
supported,3
state,3
scale,3
size,3
still,3
adversarial,3
could,3
once,3
essential,3
considered,3
among,3
basic,3
partners,3
closely,3
put,3
gather,3
feedback,3
ensurethat,3
While,3
prioritizing,3
controlsinfo,3
@,3
Information,3
importance,3
(“,3
DHCP,3
automatically,3
onlyauthorized,3
theenterprise,3
might,3
gained,3
connect,3
struggle,3
fast,3
plays,3
requires,3
throughout,3
periodic,3
ping,3
inbound,3
type,3
pull,3
Using,3
virtual,3
accessing,3
private,3
Port,3
manner,3
execute,3
own,3
Without,3
controlled,3
unneeded,3
movement,3
turn,3
blocked,3
scripts,3
widely,3
check,3
hundreds,3
standardized,3
whitelists,3
hash,3
ofa,3
certain,3
window,3
deploy,3
entire,3
elevated,3
usedfor,3
inorder,3
compare,3
definitions,3
classification,3
credentials,3
increase,3
fine,3
weaknesses,3
monitor,3
Because,3
Administrative,3
administrativeprivileges,3
Alert,3
deploying,3
internet,3
channels,3
administrators,3
segmented,3
reading,3
scripting,3
PowerShell,3
lists,3
require,3
built,3
applied,3
strength,3
nist,3
gov,3
Mobile,3
older,3
securityconfiguration,3
monitoring,3
risks,3
minimum,3
agent,3
Analysis,3
records,3
rely,3
poor,3
years,3
proxies,3
far,3
neither,3
human,3
SystemNetwork,3
interaction,3
untrusted,3
domains,3
starting,3
Domain,3
reduce,3
allowing,3
end,3
Only,3
listening,3
organizational,3
infection,3
thebusiness,3
Standard,3
DevicesManage,3
expected,3
duration,3
defined,3
sessions,3
relying,3
errors,3
result,3
necessary,3
sensors,3
collection,3
accessed,3
encrypt,3
segmentation,3
HTTP,3
Sensitive,3
cause,3
USB,3
transmitted,3
sensitivity,3
error,3
legitimate,3
transit,3
algorithms,3
behind,3
DLP,3
securing,3
Encrypt,3
inspect,3
successfully,3
discover,3
making,3
Accounts,3
employees,3
inactivity,3
normal,3
Implement,3
present,3
operation,3
Examples,3
effectively,3
readiness,3
gap,3
behaviors,3
guide,3
%,3
Plans,3
coding,3
input,3
performed,3
production,3
criteria,3
recommend,3
OWASP,3
scope,3
Connected,2
Basic,2
Foundational,2
under,2
Creative,2
Commons,2
No,2
license,2
copy,2
credit,2
distribute,2
Users,2
refer,2
/),2
®,2
talent,2
represent,2
veritable,2
volunteers,2
experience,2
Work,2
Methodology,2
Get,2
Closing,2
Assets,2
Services,2
SecurityAwareness,2
andRed,2
Exercises,2
apply,2
hand,2
education,2
others,2
breaches,2
privacy,2
become,2
cyberspace,2
classes,2
bestpractices,2
checklists,2
ve,2
reports,2
sharing,2
regulatory,2
mandates,2
practitioners,2
Fog,2
More,2
options,2
priorities,2
claims,2
Business,2
dependencies,2
distributed,2
rapidly,2
fundamentals,2
roadmap,2
measure,2
greatest,2
here,2
solve,2
vectors,2
collective,2
aids,2
andimplementation,2
scalable,2
compliant,2
analysts,2
makers,2
solution,2
providers,2
auditors,2
power,2
consulting,2
extensive,2
mostcommon,2
disrupting,2
reducing,2
compromisedmachines,2
maintained,2
tenets,2
inthe,2
practical,2
Include,2
shown,2
stop,2
real,2
Prioritization,2
dangerous,2
actors,2
Metrics,2
executives,2
measures,2
mitigation,2
achieve,2
measurements,2
relatively,2
small,2
broad,2
You,2
executed,2
success,2
done,2
similar,2
recommended,2
adopters,2
complementary,2
previously,2
clear,2
measurement,2
At,2
listen,2
separately,2
prioritization,2
Other,2
ResourcesThe,2
true,2
explosion,2
contact,2
formal,2
.)•,2
tailored,2
white,2
Sub,2
organizationsshould,2
show,2
AssetsSub,2
ActiveDiscovery,2
ToolUse,2
Passive,2
Logging,2
Asset,2
InventoryMaintain,2
identifydevices,2
snetwork,2
passive,2
Host,2
Protocol,2
accurate,2
store,2
owner,2
toconnect,2
AssetsActively,2
unmanaged,2
gaining,2
possibly,2
particularly,2
interested,2
outof,2
Attacks,2
visible,2
demonstration,2
temporary,2
challenge,2
managing,2
changing,2
Managed,2
owners,2
sending,2
packet,2
Before,2
adequate,2
conducting,2
traditional,2
transmission,2
protocol,2
TCP,2
robust,2
identification,2
places,2
chance,2
securely,2
authenticated,2
MAC,2
x,2
currently,2
inventories,2
VPN,2
disconnected,2
Client,2
eitherremoved,2
timely,2
tied,2
connecting,2
SystemAsset,2
LevelAuthentication,2
NLA,2
KeyInfrastructure,2
PKI,2
versions,2
softwarethat,2
via,2
otherwise,2
installing,2
bots,2
likely,2
systemand,2
nothave,2
malicioussoftware,2
ofAuthorized,2
supportedby,2
added,2
throughoutthe,2
atimely,2
whitelisting,2
whitelistingsoftware,2
asystem,2
higher,2
combination,2
popular,2
platform,2
cryptographic,2
executable,2
times,2
Vulnerability,2
opportunity,2
operate,2
attention,2
remediation,2
starts,2
vendors,2
signatures,2
likelihood,2
computer,2
effects,2
ManagementSub,2
PatchManagement,2
frequent,2
thesystem,2
systemsare,2
departments,2
schemes,2
languages,2
Advanced,2
perform,2
achieved,2
however,2
cycles,2
grained,2
introduction,2
conduct,2
month,2
unpatched,2
securitypersonnel,2
was,2
spread,2
opening,2
attachment,2
contains,2
completely,2
sniffers,2
infected,2
password,2
easier,2
DedicatedWorkstations,2
administrativeaccount,2
dedicatedmachine,2
tasks,2
tasksrequiring,2
composing,2
asMicrosoft,2
withthe,2
issue,2
entryand,2
extract,2
individual,2
surfing,2
short,2
administration,2
requirement,2
random,2
resource,2
SystemMulti,2
rigorous,2
delivered,2
manufacturers,2
resellers,2
systemsand,2
geared,2
towards,2
pre,2
exploitable,2
properties,2
avoid,2
Store,2
thatonly,2
Content,2
start,2
developing,2
baseline,2
publicly,2
baselines,2
later,2
establishment,2
forexample,2
image,2
intended,2
employed,2
inspection,2
initiated,2
Audit,2
subsequent,2
Sometimes,2
nonexistent,2
three,2
consistent,2
networking,2
correlation,2
On,2
centralized,2
quite,2
subtle,2
nor,2
Browser,2
direct,2
valuable,2
main,2
targets,2
disable,2
oremail,2
add,2
Enforce,2
filters,2
physically,2
lower,2
Authentication,2
Reporting,2
DMARC,2
verification,2
attachments,2
directly,2
auto,2
employ,2
sure,2
consider,2
spam,2
emails,2
layer,2
jobs,2
rapid,2
updating,2
Malicious,2
moving,2
Modern,2
Enterprise,2
Command,2
softwareto,2
defend,2
Prevention,2
broader,2
alerting,2
Name,2
line,2
Bash,2
deactivated,2
enabled,2
continue,2
methodologies,2
examples,2
poorly,2
attempt,2
attempting,2
RegularAutomated,2
detected,2
Apply,2
front,2
logged,2
determining,2
compared,2
ApplicationFirewall,2
VulnerabilityScanner,2
Recovery,2
proven,2
difficult,2
aspects,2
regularbasis,2
restoration,2
calls,2
equipment,2
functional,2
exceptions,2
left,2
cases,2
AllNetwork,2
Factor,2
NetworkControlDescriptionsMaintain,2
Manage,2
acrossnetwork,2
connections,2
ACLs,2
made,2
flow,2
organized,2
perimeter,2
deeper,2
layered,2
lines,2
blurring,2
bypassing,2
methods,2
theboundary,2
Deny,2
ranges,2
communication,2
ateach,2
record,2
Intrusion,2
unusual,2
decrypting,2
Require,2
login,2
enforced,2
Internal,2
segment,2
sources,2
DeviceManagement,2
resides,2
prevention,2
care,2
mitigating,2
exfiltrate,2
several,2
profile,2
tosensitive,2
DevicesControlDescriptionsMaintain,2
processed,2
transfer,2
Monitor,2
where,2
labels,2
Job,2
turned,2
HostBased,2
DPLCIS,2
Need,2
holding,2
sensitiveinformation,2
aware,2
SP,2
evaluation,2
annual,2
andsystems,2
investment,2
discovering,2
SensitiveInformation,2
VLANs,2
provider,2
Protect,2
theinformation,2
integrated,2
utilizing,2
SystemConfigurationEnforcementSystemNetwork,2
public,2
ControlSub,2
IntrusionDetection,2
Not,2
AES,2
wirelessaccess,2
WIDS,2
restrict,2
peer,2
frequently,2
contract,2
expiration,2
Process,2
Automatically,2
dormant,2
disabled,2
detail,2
character,2
driven,2
describe,2
treatment,2
references,2
marketplace,2
implications,2
artifacts,2
relevant,2
routine,2
archive,2
mistakes,2
improvement,2
responsibility,2
risky,2
publications,2
SystemEducation,2
unexpected,2
ofspecific,2
exploits,2
SQL,2
injection,2
AControlTitleEstablish,2
Production,2
developer,2
internally,2
webapplication,2
externally,2
always,2
efforts,2
creates,2
documentation,2
owasp,2
SAFECODE,2
plans,2
containing,2
recover,2
Periodic,2
decision,2
Devise,2
scoring,2
enterprisesecurity,2
pdfCIS,2
objectives,2
exercises,2
PenetrationTesting,2
penetrationtesting,2
expensive,2
engagement,2
Testing,2
Confidence,1
WorldCIS,1
Organizational,1
March,1
licensed,1
Attribution,1
Non,1
Derivatives,1
International,1
License,1
creativecommons,1
licenses,1
nc,1
nd,1
legalcode,1
further,1
clarify,1
redistribute,1
i,1
ii,1
remix,1
transform,1
upon,1
modified,1
http,1
referring,1
employing,1
subject,1
approval,1
.).,1
AcknowledgmentsCIS,1
thank,1
volunteer,1
effort,1
army,1
generously,1
giving,1
online,1
everyone,1
IntroductionWhy,1
ContributorsHow,1
StartedThis,1
ControlsOther,1
ResourcesStructure,1
DocumentCIS,1
NotesContents,1
forHardware,1
onMobile,1
Servers,1
ProtectionImplement,1
TrainingProgram,1
andAnalysis,1
AuditLogs,1
RecoveryCapabilities,1
AccessBased,1
Needto,1
Know,1
ContinuousVulnerabilityManagement,1
WebBrowser,1
Protections,1
Configurationfor,1
Switches,1
AccessControl,1
Responseand,1
Useof,1
AdministrativePrivileges,1
Defenses,1
DefenseBasic,1
OrganizationalPenetration,1
SoftwareSecurity,1
Monitoringand,1
IntroductionThe,1
collectively,1
form,1
depth,1
setof,1
TheCIS,1
experienceas,1
globally,1
accepted,1
whodevelop,1
range,1
retail,1
manufacturing,1
healthcare,1
fascinating,1
call,1
Massive,1
datalosses,1
intellectual,1
property,1
card,1
identity,1
denial,1
extraordinary,1
array,1
certifications,1
databases,1
catalogs,1
countless,1
andrecommendations,1
seen,1
emergence,1
threatinformation,1
feeds,1
topit,1
surrounded,1
complianceregimes,1
forth,1
shortage,1
tosecurity,1
competing,1
opinions,1
paralyze,1
distract,1
enterprisefrom,1
vital,1
growing,1
expanding,1
arebecoming,1
New,1
brings,1
great,1
benefits,1
locations,1
interconnectedworld,1
standalone,1
So,1
industries,1
partnerships,1
coalitions,1
band,1
establish,1
andan,1
apparently,1
infinite,1
What,1
areas,1
needto,1
step,1
mature,1
managementprogram,1
Rather,1
chase,1
exceptional,1
neglect,1
howcan,1
Which,1
led,1
started,1
grassrootsactivity,1
cut,1
fundamental,1
valuableactions,1
determined,1
plaguing,1
today,1
Led,1
matured,1
international,1
andinstitutions,1
causes,1
andtranslate,1
stories,1
adversaries,1
andcurrent,1
intrusions,1
andbring,1
translations,1
roadmaps,1
buta,1
highly,1
makethem,1
implementable,1
usable,1
securityrequirements,1
ContributorsThe,1
informed,1
reflect,1
combinedknowledge,1
ecosystem,1
companies,1
governments,1
responders,1
technologists,1
finders,1
.);,1
andwithin,1
finance,1
transportation,1
academia,1
banded,1
adopt,1
Top,1
pooledtheir,1
defending,1
actualcyber,1
evolve,1
consensus,1
representing,1
thebest,1
ensures,1
measuresavailable,1
advanced,1
limited,1
ofsystems,1
detecting,1
machinesand,1
preventing,1
defensesidentified,1
deal,1
attacksurface,1
implanted,1
adaptive,1
capabilitythat,1
improved,1
five,1
reflected,1
Offense,1
informs,1
havecompromised,1
continually,1
learnfrom,1
thoseControls,1
Invest,1
riskreduction,1
andthat,1
feasibly,1
Measurements,1
sharedlanguage,1
specialists,1
officials,1
tomeasure,1
sothat,1
adjustments,1
diagnostics,1
Carry,1
continuousmeasurement,1
securitymeasures,1
next,1
Automation,1
Automate,1
reliable,1
adherence,1
Controlsand,1
.(,1
c,1
organizationwhose,1
promote,1
sustain,1
deliverworld,1
class,1
